id	document	score	time
34324987	AMD Alveo V70 AI inference accelerator card	109	1673359468
34325217	Microsoft in talks to acquire a 49% stake in ChatGPT owner OpenAI	382	1673360557
34325695	Taking over a Dead IoT Company	1114	1673362360
34325852	Tech companies are irrational pop cultures	228	1673362951
34325951	‘Films are vulnerable’: The battle to preserve Eastern Europe’s analogue movies (2022)	132	1673363356
34326292	Fewer than 40% of New Yorkers earn a living wage	271	1673364645
34326311	Learn Lisp the Hard Way	294	1673364705
34327453	The Tyranny of ‘The Plan' (2013)	125	1673368595
34327759	How Microsoft attempted to make the Xbox 360 dashboard load faster	147	1673369769
34327763	Surveillance Footage of Tesla Crash on SF’s Bay Bridge	132	1673369775
34328069	Theory-building and why employee churn is lethal to software companies	622	1673370786
34328777	X Window System Basics (2014)	158	1673373496
34329201	8086 Processor's microcode pipeline from die analysis	157	1673375189
34329351	Ask HN: What do you talk about in 1-on-1s with your managers?	374	1673375805
34329656	Microservices are hard	267	1673376986
34329988	Pirate Weather: A free, open, and documented forecast API	1149	1673378131
34330198	Makefiles for web work	103	1673378930
34331216	Be where your business is	155	1673383506
34331225	Bringing MathML back to Chromium	181	1673383563
34332114	NeevaAI	266	1673387701
34332135	MuscleWiki: Find exercises that work specific muscles	199	1673387808
34332495	I hacked Gumroad’s API and broke a bunch of tools	131	1673389996
34332820	In Lebanon, solar power is booming	214	1673392384
34332932	The remarkable emptiness of existence	108	1673393175
34333176	Usbc.wtf – an article and quiz to find the right USB-C cable	214	1673394902
34333210	Crypto.com will delist Tether in Canada to comply with Ontario regulator	166	1673395087
34333282	HTML with Superpowers: An Introduction to Web Components	155	1673395598
34333638	What happens when a CPU starts	452	1673398828
34334061	HoloKit relaunched, $129 AR Headset accessory for iPhone	190	1673401668
34334925	Mercedes is the first automaker to offer Level 3 self-driving in the US	232	1673410234
34335821	Show HN: Grila – Calendar for keyboard addicts, always one keypress away	104	1673419758
34335937	The Unexpected Heaviosity of Ferris Bueller’s Day Off (2006)	230	1673421263
34336213	The Computer Science Book (2020)	185	1673424318
34336386	NanoGPT	1532	1673426065
34336576	Don't use Tailwind for a design system (2021)	153	1673428072
34337158	FAA NOTAM System Outage	422	1673434914
34337592	Show HN: Quick tunnels to localhost with one command and no binary download	101	1673439518
34337614	Windows OS Security	103	1673439777
34337667	Django Styleguide	177	1673440312
34337707	“A Handbook of Integer Sequences” Fifty Years Later	139	1673440678
34337996	On leading underscores and names reserved by the C and C++ languages	230	1673442817
34338487	Haiku beta 4: a thing of beauty	112	1673445491
34338629	Show HN: Kandria, an action RPG made in Common Lisp, is now out	487	1673446194
34338995	Launch HN: IcePanel (YC W23) – Onboard engineers with explorable system designs	123	1673448414
34339117	Manage like an engineer	150	1673449081
34339153	Apple announces full Swift rewrite of the Foundation framework (2022)	434	1673449271
34339285	Genders.wtf	395	1673449989
34339459	Guerrilla guide to CNC machining, mold making, and resin casting (2015)	383	1673450802
34339608	We need a lot more electricians	242	1673451460
34339698	Why are there so many tech layoffs, and why should we be worried?	233	1673451846
34339752	RISC-V SBC VisionFive 2 Officially Shipped	144	1673452130
34339827	An engineer has built and programmed an all-robot band	130	1673452561
34340328	Corporate legibility for software engineers	120	1673454745
34340443	The Style Guide for America’s Highways	198	1673455110
34342013	Tocharian Languages	137	1673460496
34342190	Apache Hudi vs. Delta Lake vs. Apache Iceberg Lakehouse Feature Comparison	105	1673461145
34342255	T95 Allwinner T616 Malware Analysis	221	1673461372
34342371	Bullshit graph database performance benchmarks	378	1673461804
34342438	What happens when you open a terminal and enter `ls’	156	1673462029
34342871	NYC Slice	670	1673463654
34342901	Why Use Make (2013)	104	1673463806
34343122	Show HN: Val Town – A Cloud Scripting Site	332	1673464708
34343712	'Oumuamua: An analysis of the debate regarding the first interstellar visitor	165	1673466925
34344009	Flexport slashes 20% of global workforce over weak 2023 volume forecast	192	1673468224
34344412	An online IDE for visual programming in Prolog	167	1673469716
34344514	Conc: Better Structured Concurrency for Go	254	1673470133
34345449	How many AMD RX 7900 XTX's are defective?	151	1673473835
34345952	When the CIA spied on American citizens using pigeons	109	1673476140
34346346	Setting the TZ environment variable avoids thousands of system calls (2017)	198	1673478141
34346411	CTEs as lookup tables	177	1673478469
34346425	Alphabet unit Verily to trim more than 200 jobs	148	1673478558
34346448	Lightweight Arch-based distro that runs, without root, upon any Linux distro	109	1673478737
34346727	“Expect tests” make test-writing feel like a REPL session	138	1673480433
34346951	The energy crisis and Europe’s astonishing luck	115	1673481667
34347079	The gotcha of unhandled promise rejections	128	1673482328
34347193	Sierra’s Macintosh Timebomb (2021)	236	1673482922
34347778	New video of Tesla crash demonstrates the problem of semi-automated driving	297	1673486380
34347962	The Collapse of U.S. Healthcare – The Perspective of a Primary Care Physician	199	1673487900
34348388	A corrupt file led to the FAA ground stoppage – also found in backup system	421	1673490605
34348720	Amazon loses bid to overturn historic union win on Staten Island warehouse	179	1673493364
34349484	Vim is touch-typing on steroids	149	1673500462
34349558	Sometimes it actually is a kernel bug: bind() in Linux 6.0.16	162	1673501142
34349715	The disappearance of the hit-driven business model	144	1673502760
34349929	A Visual Guide to SSH Tunnels: Local and Remote Port Forwarding	319	1673504875
34350260	Pictures of a working garbage collector	173	1673508097
34350340	Memory loss: Expert advice for improving memory and concentration	198	1673508963
34350436	Kristall – a browser without support for CSS/JS/WASM or graphical websites	309	1673509826
34350446	Ask HN: Strategies for working with engineers that are too smart?	509	1673509916
34350662	Geoffrey Hinton publishes new deep learning algorithm	319	1673511738
34350749	What if writing tests was a joyful experience?	104	1673512562
34351078	Roomba testers feel misled after intimate images ended up on Facebook	205	1673515316
34351503	The Yaml document from hell	566	1673518541
34351710	The curious Soviet mini-sub of South Alabama (2018)	122	1673520366
34352040	Europe's largest deposit of rare earth metals discovered in Sweden	517	1673523045
34352120	Bulgarian law enforcement raids offices of cryptocurrency firm Nexo	167	1673523766
34352133	A modular system for isometric pixel blocks	167	1673523883
34352309	Do heat pumps work in cold climates?	149	1673525237
34352935	SQLite Wasm in the browser backed by the Origin Private File System	372	1673529064
34353049	Ask HN: Can you crowdfund the compute for GPT?	153	1673529639
34353783	Intel Launches $699 Core I9-13900KS, the First 6 GHz CPU: Available Now	124	1673533061
34353802	Mexico’s subway drivers depend on WhatsApp to keep the trains running	133	1673533135
34354213	Grayscale on 1-bit LCDs (2022)	670	1673534834
34354506	Medium Embraces Mastodon	217	1673535867
34354962	Eggs are 60% more expensive than last year in the US	241	1673537432
34355669	System76 AMD-Only Laptop Returns	231	1673539794
34355857	CEO Jack Altman’s email to Lattice employees	168	1673540392
34356060	Vulkan Tutorial (Rust)	180	1673541012
34356429	Writing a TLA⁺ tree-sitter grammar: my foray into free software	131	1673542049
34357176	Part II: The failure points from $5M to $100M in ARR	287	1673544226
34357580	Extreme 'rogue wave' in the North Pacific confirmed as most extreme on record	121	1673545684
34357895	U.S. cancer death rate has dropped by a third since 1991	197	1673546907
34358190	Reverse-engineering an airspeed/Mach indicator from 1977	105	1673548122
34358510	Liquid democracy: two experiments on delegation in voting	108	1673549418
34358567	From Ruby to Node: Overhauling Shopify’s CLI for a better developer experience	107	1673549608
34358622	Own Your Data	107	1673549821
34358663	The Derivative of a Regular Type is its Type of One-Hole Contexts (2001) [pdf]	109	1673549993
34358759	Exxon made ‘breathtakingly’ accurate climate predictions in 1970s and 80s	217	1673550359
34358795	The UK is wasting a lot of wind power	441	1673550516
34358828	Lid – Lo-fi image dithering	118	1673550677
34359119	Researchers cannot always differentiate AI-generated and original abstracts	145	1673552053
34359383	Niron Magnetics – powerful, rare earth-free permanent magnets	131	1673553219
34359504	Ask HN: Is TypeScript worth it?	365	1673553784
34359656	Nintendo 64 Java	354	1673554510
34359736	Just use a monorepo	263	1673554837
34359839	Webb confirms its first exoplanet	181	1673555422
34360010	The James Webb Space Telescope is finding too many early galaxies	764	1673556357
34360179	Supporting the use of Rust in the Chromium project	327	1673557208
34361063	Your tech stack is not the product	256	1673561954
34361651	This Voice Doesn't Exist – Generative Voice AI	448	1673565565
34362157	Javice and the data science professor create fake customers	102	1673568408
34362210	Loss of epigenetic information can drive aging in mice	144	1673568748
34363642	Write admin tools from day one (2022)	199	1673580772
34363743	Twitter's API is down?	501	1673581908
34363974	How to Write English Prose	114	1673584303
34363991	Paizo Announces System-Neutral Open RPG License	220	1673584528
34364807	A command line tool that draw plots on the terminal	621	1673593743
34364991	Static HTML Comments	113	1673595835
34365110	What does the land under Antarctica’s ice sheet look like?	187	1673597016
34365515	Alpine.js	369	1673600987
34365536	Wakamai Fondue, the tool that answers the question “what can my font do?”	182	1673601174
34365609	The 'buy now, pay later' bubble is about to burst	148	1673601868
34366286	Liu Cixin's Technologies of the Future	160	1673608216
34366610	Ask HN: Do you hate software engineering but love programming?	760	1673611066
34366657	CNET Has Been Quietly Publishing AI-Written Articles for Months	158	1673611476
34366696	Study: Exxon mobil accurately predicted warming since 1970s	109	1673611716
34367036	I deleted all my social media 3 yrs ago and I hardcore regret it everyday	138	1673614406
34367390	Yet another keyboard post, or, introducing ErgoNICE	163	1673616760
34367767	A 116kb WASM of Blink that lets you run x86_64 Linux binaries in the browser	296	1673618325
34367780	ABC: A C compiler for printable x86	123	1673618381
34367820	Big meat can’t quit antibiotics	224	1673618518
34367824	OpenAI starts testing ChatGPT premium	180	1673618525
34367905	Endemic pathogens are causing psychiatric illnesses and shortening lives	138	1673618819
34368237	Ask HN: We found a cracked version of our software on the web, now what?	216	1673620507
34368597	Examples of floating point problems	255	1673621961
34368601	Working for a Dating Website (2015)	164	1673621982
34369110	ChatGPT Can't Kill Anything Worth Preserving	239	1673623931
34369560	History of Web Browser Engines from 1990 until today (2022)	196	1673625529
34370340	An Update on the Open Game License (OGL)	135	1673628483
34370440	Analog Chess	610	1673628921
34371073	Alpine Linux in the Browser (2020)	239	1673631688
34371123	Learning eBPF Exploitation	120	1673631852
34371438	Setting the bozo bit on Apple	143	1673632964
34372140	Docker 2.0 went from $11M to $135M in 2 years	327	1673635782
34372508	Sam Bankman-Fried's secret 'backdoor' discovered, FTX lawyer says	156	1673637396
34373068	CoinDesk, Inc. Files Motion to Unseal Names of SBF's Additional Bail Sureties [pdf]	110	1673639897
34373206	Strava raises prices but can’t tell you how much it costs anymore	110	1673640577
34373279	What the hell is Forth? (2019)	273	1673640959
34373725	Woman ordered to repay $2k after her employer used software to track her time	139	1673643155
34373928	ExifTool – Read, Write and Edit Meta Information	220	1673644302
34374083	Shapecatcher: Draw the Unicode character you want	155	1673645051
34374710	Docker-OSX: Run macOS VM in a Docker	458	1673648427
34374725	Pi-hole: Network-wide ad blocking	438	1673648551
34375137	Emacs Is Not Enough	151	1673650969
34375368	EPA proposes to strengthen air quality standards	158	1673652662
34375551	Twitter has blocked 3rd party apps	141	1673654001
34375735	Long Covid: major findings, mechanisms and recommendations	265	1673655143
34376276	WInd3x, the iPod Bootrom exploit 10 years too late	341	1673659623
34376420	The iPhone Keyboard – Make It or Break It (2022)	166	1673660659
34376775	TinyEMU – x86 and RISC-V emulator, small and simple while being complete	134	1673663369
34377227	Recent improvements to Safari	106	1673668147
34377461	On Trucking	145	1673671712
34377826	There was nothing “wasted” about my youth spent clubbing on ecstasy (2021)	144	1673677758
34377910	We’ve filed a law­suit chal­leng­ing Sta­ble Dif­fu­sion	208	1673679101
34378013	Sorting algorithms that don’t hate you	145	1673680380
34378460	YouTube Addiction	565	1673685349
34378756	Always look down in London: Pavement oddities	254	1673688580
34378985	New Sony Walkman music player	322	1673691123
34379109	The evolution of Unix facilities and architecture (2017)	198	1673692392
34379156	Distributing Mac apps outside the App Store, a quick start guide (2021)	151	1673693087
34379699	Show HN: Hacker News Without News	146	1673698771
34379787	The MTA’s armored money train that ran from 1951 to 2006 in NYC	170	1673699578
34379965	Anarchist Cookbook (1971) [pdf]	167	1673701128
34380359	Hyprland: A dynamic tiling Wayland compositor	144	1673704796
34380373	Project Mage is an effort to build a power-user environment in Common Lisp	190	1673704952
34380388	Whipper: Accurate Audio CD Ripping	266	1673705157
34380914	You can run Rust code in a Jupyter notebook	146	1673709426
34381219	FAA says computer failure was caused by contractors who introduced data errors	114	1673711627
34381377	Mastodon client from the people behind Tweetbot	104	1673712864
34381598	Conversations (XMPP Client) is now a UnifiedPush distributor	133	1673714558
34381884	Internal document explains why Google has become slow and bureaucratic	184	1673716522
34381895	Show HN: Kody Tools – I developed 300 tools in 6 months	151	1673716549
34382655	How to draw ideas	293	1673721192
34382744	Counting the transistors in the 8086 processor: it's harder than you might think	175	1673721720
34382751	Homelab analog telephone exchange	126	1673721772
34382908	Mold – A really fast linker	117	1673722717
34382976	I don't understand terminals, shells and SSH	102	1673723027
34383529	NASA’s Double Asteroid Redirection Test Is a Smashing Success	417	1673726032
34384719	Use.GPU Goes Trad	183	1673734942
34384730	Things I Learned from My 2 Year Old Baby Girl	212	1673735034
34384767	DragonFlyBSD's HAMMER2 File-System Being Ported to NetBSD	142	1673735351
34384825	The Inner Beauty of Basic Electronics	315	1673735876
34384936	Show HN: Robyn – A fast, extensible async Python web server with a Rust runtime	103	1673736821
34384941	ZSWatch – Open-source Zephyr-based smartwatch	181	1673736844
34385223	‘Excuuuuse me, Princess ’: An oral history of The Legend of Zelda cartoon	102	1673739475
34385766	Four thousand weeks	524	1673745196
34385785	Two research teams reverse signs of aging in mice	139	1673745360
34385951	Death of Korea's 'apartment king' leaves 100s in property purgatory	126	1673746922
34385985	A Letter from _why (2005)	150	1673747347
34386017	CircleCI says hackers stole encryption keys and customers’ source code	390	1673747852
34386052	VToonify: Controllable high-resolution portrait video style transfer	149	1673748124
34386309	Running KDE Plasma on RISC-V VisionFive-2	145	1673750882
34386449	ChatGPT scores 80% on SAT reading/writing with collective chain of thought	155	1673752860
34386570	The Bibites: Artificial Life Simulation	152	1673754677
34386682	Dell Tried to Hide Bad Capacitors Problem 2003-2005 (2010)	149	1673756394
34386876	Money creation in the modern economy (2014) [pdf]	231	1673759079
34387081	Bayesian statistics and machine learning: How do they differ?	105	1673762067
34387134	A skeptic’s guide to software architecture decisions	110	1673762728
34387407	Faster than the filesystem (2021)	216	1673767100
34387409	Ubuntu 22.04 LTS servers and phased apt updates	256	1673767113
34387754	How the blog broke the web (2017)	191	1673770785
34387834	Twitter API Page	176	1673771834
34387982	Interactive Music Theory Cheat Sheet	321	1673773682
34388095	Go FOSS: Information is power	108	1673775335
34388369	SLT – A Common Lisp Language Plugin for Jetbrains IDE Lineup	134	1673778622
34388533	MSI's (in)Secure Boot	194	1673780832
34388866	Ask HN: How do you trust that your personal machine is not compromised?	541	1673785252
34388962	I'm shadow banned by DuckDuckGo and Bing	269	1673786356
34388985	Porth, It's Like Forth but in Python	101	1673786715
34388990	Supply Chain Attack Using PyPI Packages “Colorslib”, “Httpslib”, and “Libhttps”	104	1673786781
34389023	HBO Max’s Great Looney Tunes Purge	214	1673787139
34389037	The Fourier Transform, explained in one sentence (2014)	483	1673787257
34389041	Show HN: Create your own video clips with Stable Diffusion	247	1673787325
34389076	More Than 150 Organizations Call to Close Guantánamo on 21st Anniversary	152	1673787616
34389145	A formula for the nth digit of 𝜋 and 𝜋^n	268	1673788358
34389421	How I ruined my SEO	125	1673791232
34389670	Stripe clawed back pension contributions after staff cuts	196	1673793270
34390585	How to improve Python packaging	292	1673800057
34390655	Revisiting KDE	332	1673800547
34390725	Subverting the software interview (2021)	279	1673801047
34390794	Remastering Colin McRae Rally 3 with SilentPatch	367	1673801439
34391014	NYPD can use more than 15,000 cameras to track people using facial recognition	138	1673802917
34391332	Amazon is no longer allowing downloading Kindle Unlimited titles via USB	166	1673805104
34391559	How to beat lag when developing a multiplayer RTS game	140	1673806554
34391619	For your next side project, make a browser extension	516	1673806880
34391632	DIY Raspberry / Orange Pi NAS That Looks Like a NAS – 2023 Edition	174	1673806972
34391742	Enabling Bluetooth connections on Stadia Controllers	360	1673807694
34392084	NSA asks Congress to let it get on with that warrantless data harvesting, again	307	1673809611
34392193	Gimp 2.10.32 on Apple Silicon (2022)	149	1673810196
34392391	Apple Has Begun Scanning Your Local Image Files Without Consent	185	1673811103
34392590	Rust vs. C++ Formatting	163	1673812221
34392783	Tell HN: Repurposing old iPads as home security cameras	126	1673813268
34392885	Making Lenses Practical in Java	106	1673813945
34393078	Friday night’s near-disaster at JFK airport	393	1673815026
34393085	Awk: Power and Promise of a 40 yr old language (2021)	229	1673815054
34393273	Tell HN: Windows 10 might have tricked you into using a online account	127	1673816188
34393485	The Shit Show	723	1673817253
34393791	Wasavi – Vi editor for any webpage	130	1673818841
34394350	The global health-care collapse	149	1673822026
34394351	We invested 10% to pay back tech debt	326	1673822031
34394414	Windows 98 icons are great (2015)	312	1673822332
34394594	Elliptic Curves: The Great Mystery	173	1673823629
34395153	1500 Archers on a 28.8: Network Programming in Age of Empires and Beyond (2001)	398	1673828053
34396026	Show HN: Terra Firma, a playable erosion simulation	229	1673835486
34396303	Autotone – A vocal pitch correction web application, like Autotune	113	1673837883
34396546	TensorFlow for Python is dying?	219	1673840599
34396605	The art and science of spending money	243	1673841314
34396664	Tweetbot is back down again	197	1673841965
34396958	Bill Gates tries to install Movie Maker	125	1673844795
34397092	IBM shifts remaining US-based AIX dev jobs to India – source	117	1673846195
34397245	Byte Magazine 1975-1995	223	1673847895
34397436	Bill Gates tries to install Movie Maker (2003)	168	1673849671
34397514	Selfie – A tiny RISC-V C compiler, emulator and hypervisor	187	1673850523
34397715	Heat pumps of the 1800s are becoming the technology of the future	399	1673852351
34398396	A cab ride I'll never forget (1999)	1717	1673858649
34398791	How Nvidia’s CUDA Monopoly in Machine Learning Is Breaking	166	1673862571
34399125	Granian – a Rust HTTP server for Python applications	179	1673864990
34399142	Reverse engineering a neural network's clever solution to binary addition	562	1673865132
34399790	How fighting games use delay-based and rollback netcode (2019)	121	1673870659
34399811	There’s no planet B	163	1673870942
34399970	Wobbly clock	882	1673872359
34400024	The IAB loves tracking users but hates users tracking them	391	1673872845
34400214	Servo to Advance in 2023	300	1673874590
34400435	Ask HN: When to make the jump to freelance/consultant?	121	1673875943
34400443	Show HN: Sketch – AI code-writing assistant that understands data content	252	1673876016
34401418	Apple Silicon Mac’s have 2-3 times longer battery than PC laptops	128	1673881971
34401530	Godot for AA/AAA game development – What's missing?	276	1673882691
34401960	Wikipedia editors serving long sentences in Saudi Arabia since 2020	177	1673884949
34402648	GPT-3 is the best journal I’ve used	213	1673888363
34402737	The FTC plans to curtail the use of non-compete clauses	190	1673888756
34402887	Intel Core i9-13900T CPU benchmarks show faster than 12900K 125W performance	122	1673889476
34403742	Conditional CSS	160	1673893231
34404923	Boris Yeltsin's visit to a suburban Houston supermarket in 1989 (2016)	261	1673899767
34405207	I Am the Ghost Here	152	1673901598
34405397	Netflix has created a self-fulfilling cancelation loop with its new shows	212	1673902754
34405432	The hardest part of being a junior developer	119	1673902993
34405846	Apple TV prompt requires another Apple device	383	1673905256
34406127	Major standard library changes in Go 1.20	246	1673907098
34406340	Show HN: Vento, a screen recorder that lets you rewind and record over mistakes	224	1673908310
34406610	Programmer salaries in the age of LLMs	150	1673909675
34406619	How my brother's iCloud account was stolen	116	1673909718
34406760	Quitting the rat race	413	1673910489
34407924	Show HN: Otterkit – COBOL compiler for .NET	192	1673918007
34408123	The Pretty Good House	616	1673919481
34408680	Hubble finds black hole twisting captured star into donut shape	174	1673924627
34409772	Why is Amazon selling fake 16TB portable SSD drives?	146	1673937977
34410072	How does it know I want CSV? – An HTTP trick	220	1673941375
34410187	How Memory safety approaches speed up and slow down development velocity	141	1673942774
34410624	Twitter kicking off a developer API campaign on January 16, 2023	114	1673947527
34410734	Monochrome terminal setup for an E-ink monitor (2022)	175	1673948643
34410776	Why we need to know LR and recursive descent parsing techniques	188	1673949104
34410870	Official SkiFree Home Page	185	1673950000
34410879	Dijkstra Maps Visualized	128	1673950173
34411009	Tell HN: Gmail's spam filters have gone bonkers	129	1673951809
34411018	PHP in 2023	202	1673951942
34412069	Ask HN: Books that teach programming by building a series of small projects?	473	1673961844
34412080	The FBI Identified a Tor User	427	1673961899
34412444	Show HN: A tool for motion-capturing 3D characters using a VR headset	103	1673964210
34412610	MacBook Pro featuring M2 Pro and M2 Max	871	1673965080
34412671	New Mac Mini	305	1673965373
34413012	Ruby 3.2’s YJIT is Production-Ready	481	1673967028
34413030	My grandfather was almost shot down at the White House (2018)	188	1673967089
34413375	New make --shuffle mode	243	1673968573
34413641	Ask HN: What interesting people are you following on Mastodon?	190	1673969513
34414215	Is a venture studio right for you?	107	1673971659
34414322	Glitching a microcontroller to unlock the bootloader	103	1673972086
34414366	UK lawmakers vote to jail tech execs who fail to protect kids online	155	1673972283
34414420	Conservatives think ChatGPT has gone 'woke'	155	1673972499
34414527	Ask HN: Has anyone worked at the US National Labs before?	410	1673972872
34414598	Diskless infrastructure in beta (System Transparency: stboot) (2022)	129	1673973163
34414716	Let's build GPT: from scratch, in code, spelled out by Andrej Karpathy [video]	1110	1673973629
34415413	Tesla video promoting self-driving was staged, engineer testifies	395	1673976166
34415704	The Quest for a Dumber Phone	164	1673977343
34415732	Cruel optimism and lazy pessimism	216	1673977470
34415889	Common Lisp and Music Composition	131	1673978066
34415901	In the past, I've had students call my problem sets “emotionally trying”	154	1673978101
34415936	ChrysaLisp	153	1673978208
34416386	Show HN: Plus – Self-updating screenshots	307	1673979786
34416467	Datasette is my data hammer	299	1673980054
34416682	UT-Austin blocks access to TikTok on campus Wi-Fi networks	203	1673980734
34417103	Git security vulnerabilities announced	387	1673982309
34417131	Stadia Bluetooth Mode	158	1673982420
34417232	A new scan to detect and cure the commonest cause of high blood pressure	173	1673982941
34417336	Losing Taiwan Means Losing Japan (2020)	179	1673983425
34417636	Republicans to pass bill in House to end telework for federal employees	114	1673984580
34417750	Microsoft to lay off 11k employees	659	1673985022
34418340	EV batteries alone could satisfy short-term grid storage demand as early as 2030	264	1673986915
34418372	What’s going on in the world of extensions	137	1673987053
34418425	Apple offers $970 in trade-in value for $52,199 Mac Pro	167	1673987277
34420142	Tailscale bug allowed a person to share nodes from other tailnets without auth	378	1673993408
34420306	Hyundai Head Unit Hacking	283	1673994103
34420450	The ThinkPad TrackPoint tried to build a better mouse (2020)	163	1673994851
34420727	A flurry of new studies identifies causes of the Industrial Revolution	137	1673996293
34420789	The art of knowing when to quit	212	1673996646
34420959	Small VMs and Coroutines	105	1673997687
34421314	Show HN: Summate.it – Quickly summarize web articles with OpenAI	142	1673999981
34421594	Ask HN: Techwise, how did TikTok get so good?	147	1674001696
34422122	GPT-3.5 and Wolfram Alpha via LangChain	107	1674004593
34422627	LangChain: Build AI apps with LLMs through composability	372	1674008173
34422948	WebGL Fluid Simulation	143	1674011016
34423221	Fast DataFrames for Ruby	122	1674013505
34423224	Japanese manhole mass production process [video]	206	1674013520
34423395	DensePose from WiFi	176	1674015643
34423557	No Start Menu for You	427	1674017602
34423590	Typst: A Programmable Markup Language for Typesetting [pdf]	116	1674018077
34423813	Rapid-fire laser diverts lightning strikes	113	1674021023
34423979	Meet “Claude”: Anthropic’s rival to ChatGPT	188	1674023332
34424150	IBM Quantum System Two	101	1674025414
34424470	Screenshots as the Universal API	108	1674029175
34424854	Thonny – Python IDE for beginners	402	1674033333
34425067	Hello, PNG	268	1674036060
34425503	US startup's bladeless VTOL can reach up to 0.8 Mach	101	1674040941
34425525	Create optimal conditions for lucky things to happen to you (2020)	218	1674041186
34425614	Source code for Dutch DigiD app released under Dutch Open Government Act	226	1674042106
34425734	GeoServer is an open source server for sharing geospatial data	127	1674043439
34426198	ReactOS	204	1674047380
34426421	OpenAI used Kenyan workers on less than $2 per hour to make ChatGPT less toxic	517	1674048931
34426735	Apple HomePod 2nd Generation	166	1674051014
34426875	Loss of epigenetic information as a cause of mammalian aging	136	1674051678
34427055	Microsoft to lay off 10k workers	346	1674052573
34427081	Tar.pl – A tar creator and extractor in ~130 lines of Prolog	271	1674052695
34427277	Amazon set to begin new round of layoffs affecting over 18,000 people	257	1674053545
34427295	A candle produces roughly the same amount of energy as a resting human	115	1674053620
34427504	Times New Roman is being phased out at the State Department, replaced by Calibri	207	1674054516
34427553	Bitwarden Acquires Passwordless.dev	479	1674054696
34427604	Rust concepts I wish I learned earlier	379	1674054876
34427864	Stop Building on Corporate-Controlled Languages	199	1674055852
34428033	Ask HN: With recent layoffs, how would you advise new grads entering the market?	285	1674056504
34428680	Argdown: A simple syntax for complex argumentation	120	1674058784
34429175	Explore Wikipedia's New Look	292	1674060555
34429298	Bank of America has lost Zelle transfers for many customers	275	1674060990
34429502	U.S. military-run slot machines earn $100M a year from service members	380	1674061800
34429791	QuestPDF: Modern .NET library for PDF document generation	195	1674062825
34429869	Why to start a startup in a bad economy (2008)	392	1674063134
34430390	New Norwegian land could emerge from the Atlantic Ocean	119	1674065058
34430458	Bun v0.5	330	1674065353
34431056	Which GPU(s) to get for deep learning	348	1674067698
34431908	Salesforce, but for Dating	205	1674070901
34432364	Personas	143	1674072765
34432385	Generative AI and The Future of Work	106	1674072876
34432735	Burn-out, daunting work, overstretched, and it's just too much	149	1674074338
34432899	My best techniques for evaluating character	248	1674075063
34433023	Loneliness is a measure of self-understanding	140	1674075723
34433089	Someone stole my car and now I own hundreds of vinyl records	629	1674076067
34433950	An aggressive, stealthy web spider operating from Microsoft IP space	203	1674080415
34434025	HC-tree is an experimental high-concurrency database back end for SQLite	524	1674080826
34434042	Boston Dynamics’ bipedal robot Atlas can now grab and toss	310	1674080971
34434249	Show HN: Unblob – extraction suite for 30+ file formats	240	1674082272
34434636	Things I’ve learned in my years as a software engineer (2021)	557	1674084442
34435338	Amazon Closing AmazonSmile	517	1674089547
34435745	Facebook Container Extension	216	1674092888
34436049	Scamp – A self-contained Forth computer	124	1674095542
34436311	Stop Calling Everything AI, Machine-Learning Pioneer Says (2021)	107	1674098305
34436606	Ask HN: Why are toggle switches replacing checkboxes? Isn't on/off less obvious?	445	1674101465
34436625	Short, friendly base32 slugs from timestamps	142	1674101673
34437285	Coinbase halts operations in Japan	149	1674109050
34437367	Plant-based meat is turning out to be a flop	265	1674110348
34437735	Formalising a new proof that the square root of two is irrational	103	1674114113
34437937	What not to write on your security clearance form (1988)	864	1674116283
34438115	Pandoc 3.0	504	1674117936
34438251	Pwned or Bot	195	1674119383
34438560	The State of the Awk (2020)	105	1674122459
34439239	AcousticBrainz: Making a hard decision to end the project (2022)	177	1674128269
34439387	Huge pages are a good idea	175	1674129460
34439461	Show HN: A version control system based on rsync	249	1674130067
34439525	Photos capture life inside a drop of seawater	890	1674130654
34439588	Plastic to Oil – Produces 80% Oil	239	1674131204
34439619	Jabber.org has migrated to Prosody IM	160	1674131520
34439828	Ask HN: Math books that made you significantly better at math?	619	1674133297
34439883	Telling your inner critic to chill	127	1674133711
34440228	Nationwide FAA weather reporting outage	185	1674136321
34440757	Lisa Source Code Release	387	1674139277
34441346	Show HN: Retool Mobile	226	1674142281
34441697	Tell HN: It is impossible to disable Google 2FA using backup codes	657	1674143912
34442046	Websites selling abortion pills are sharing sensitive data with Google	157	1674145461
34442528	A first person shooter in 571 lines of GNU Awk (2016)	514	1674147310
34442603	Launch HN: Odigos (YC W23) – Instant distributed tracing for Kubernetes clusters	162	1674147592
34442647	Amazon ends charity donation program AmazonSmile	407	1674147732
34443151	Wolf Incident Postmortem	102	1674150181
34443471	Stock market charts you never saw (2021)	456	1674151651
34443629	Tell HN: Coinbase is a joke (product and support)	211	1674152489
34443813	Exploiting null-dereferences in the Linux kernel	158	1674153438
34444286	DALL-E for Playlists	200	1674155504
34444377	Simulation Intelligence: Towards a New Generation of Scientific Methods (2022)	133	1674155970
34444953	Gptcommit: Never write a commit message again (with the help of GPT-3)	125	1674158905
